"Timestamp","Año de nacimiento","Género","¿Cuántos hermanos tienes?","Orden de nacimiento","Durante la mayor parte de tu infancia, ¿cuál era la situación de tu familia?","¿A qué edad tuvo tu MADRE su primer hijo/a?","¿A qué edad tuvo tu PADRE su primer hijo/a?","¿Cuál es el nivel de estudios máximo obtenido por tu madre?","¿Cuál es el nivel de estudios máximo obtenido por tu padre?","¿Qué tipo de educación recibió tu madre?","¿Qué tipo de educación recibió tu padre?","¿Cuál era la profesion principal de tu madre?","¿Cuál era la profesion principal de tu padre?","¿Cuántas personas trabajaban en tu hogar a tiempo completo?","¿Cuántas personas trabajaban en tu hogar a tiempo parcial?","¿En qué categoría clasificarías la situación económica de tu familia durante tu infancia?","¿Cuál era la situación de tu familia en cuanto a vivienda?","Indica el código postal (o códigos postales) de tu casa durante tu infancia.","¿A qué edad empezaste a trabajar?","¿Has terminado de estudiar?","Si has terminado de estudiar, ¿cuál es tu grado máximo de estudios?","Si no has terminado de estudiar, ¿qué tipo de estudios estás cursando ahora mismo?","¿Has cursado otras modalidades de bachillerato?","Entre 1º de primaria y 2º de bachillerato o grado medio, ¿cuántos cursos estudiaste en un colegio público?","Entre 1º de primaria y 2º de bachillerato o grado medio, ¿cuántos cursos estudiaste en un colegio concertado religioso?","Entre 1º de primaria y 2º de bachillerato o grado medio, ¿cuántos cursos estudiaste en un colegio concertado laico?","Entre 1º de primaria y 2º de bachillerato o grado medio, ¿cuántos cursos estudiaste en un colegio privado religioso?","Entre 1º de primaria y 2º de bachillerato o grado medio, ¿cuántos cursos estudiaste en un colegio privado laico?","Durante tu educación primaria y secundaria, ¿recibiste alguna de las siguientes?","¿Practicabas algún deporte de manera extraescolar?","¿Has hecho selectividad?","Si hiciste la selectividad en 2009 o antes, ¿cuál fue tu nota?","Si hiciste la selectividade en 2010 o en adelante, ¿cuál fue tu nota?","Si accediste a la universidad, ¿a qué titulación?","¿Accediste a la universidad el primer año que solicitaste?","Si no accediste a la primera, ¿cuántas veces solicitaste la entrada?","¿Fue tu primera opción?","Si no fue tu primera opción, ¿cuál fue?"
"2019/01/20 3:04:03 PM GMT+1","20/11/1984","Hombre","1","2","Padres conviviendo como pareja, casados o pareja de hecho.","30","30","Educación Secundaria Obligatoria (ESO) o Bachillerato Unificado Polivalente (BUP)","Bachillerato o Curso de Orientación Universitaria (COU)","Concertada religiosa","Pública","Direccion de empresa","Funcionario","2","0","Nos podíamos permitir lujos ocasionales (como salir a comer de vez en cuando).","Propiedad","08757","16","Sí","Ciclo formativo de grado superior (FP)","","No","0","8","0","0","0","Clases de refuerzo;Clases extracurriculares (por ejemplo: academias de idiomas, kumon, etc.)","Si","No","","","","","","No","No accedí a la universidad"
"2019/01/20 3:05:54 PM GMT+1","1965","Mujer","2","2","Padres divorciados o separados viviendo por separado sin pareja.","19","28","Bachillerato o Curso de Orientación Universitaria (COU)","Educación Primaria o Educación General Básica (EGB)","Concertada religiosa","Pública","administrativa","metalurgico","2","0","Lográbamos cubrir nuestras necesidades básicas, pero no nos podíamos permitir ningún lujo.","Propiedad","08902","13","Sí","Educación Primaria o Educación General Básica (EGB)","","No","0","0","0","0","6","Clases de refuerzo","Si","No","","","","","","","No accedí a la universidad"
"2019/01/20 3:10:32 PM GMT+1","1986","Mujer","0","1","Padres conviviendo como pareja, casados o pareja de hecho.","31","31","Educación Primaria o Educación General Básica (EGB)","Educación Primaria o Educación General Básica (EGB)","Pública","Pública","Jefa de equipo en empresa farmacéutica","Vendedor","1","0","Nos podíamos permitir lujos ocasionales (como salir a comer de vez en cuando).","Propiedad","08028","23","Sí","Diplomatura o ingeniería técnica","","No","0","2","10","0","0","Ninguna","Si","Sí","7,5 - 8","","Magisterio Educación Primaria","Sí","","Sí",""
"2019/01/20 3:16:20 PM GMT+1","1975","Hombre","1","2","Padres conviviendo como pareja, casados o pareja de hecho.","25","36","No terminó la Educación Primaria o Educación General Básica (EGB)","No terminó la Educación Primaria o Educación General Básica (EGB)","Pública","Pública","Ama de casa","Pulidor de suelos","1","0","Teníamos dificultades para cubrir nuestras necesidades básicas (vivienda, alimentación, etc.).","Propiedad","08940","16","Sí","Máster Universitario","Máster Universitario","No","10","0","0","0","0","Ninguna","Si","No","","","Mayor de 25 años","Sí","","Sí",""
"2019/01/20 3:17:27 PM GMT+1","1980","Mujer","1","1","Padres divorciados y uno de los dos con otra pareja.","21","25","No terminó la Educación Primaria o Educación General Básica (EGB)","Educación Primaria o Educación General Básica (EGB)","Pública","Pública","Ama de casa","Camarero","2","0","Nos podíamos permitir lujos de manera habitual (como ir de vacaciones cada año).","Propiedad","08860","18","Sí","Doctorado","","Si","12","0","0","0","0","Clases extracurriculares (por ejemplo: academias de idiomas, kumon, etc.)","Si","Sí","7 - 7,5","","Licenciatura en psicología","Sí","","Sí",""
"2019/01/20 3:18:53 PM GMT+1","1976","Hombre","1","1","Padres conviviendo como pareja, casados o pareja de hecho.","20","20","Educación Secundaria Obligatoria (ESO) o Bachillerato Unificado Polivalente (BUP)","Educación Secundaria Obligatoria (ESO) o Bachillerato Unificado Polivalente (BUP)","Concertada religiosa","Pública","Ama de casa","Oficinista","1","0","Nos podíamos permitir lujos ocasionales (como salir a comer de vez en cuando).","Propiedad","08014","22","No","","Máster Universitario","No","2","0","8","0","0","Clases extracurriculares (por ejemplo: academias de idiomas, kumon, etc.)","No","No","","","Musicología","Sí","","Sí",""
"2019/01/20 3:18:57 PM GMT+1","1959","Mujer","1","2","Padres conviviendo como pareja, casados o pareja de hecho.","30","32","No terminó la Educación Primaria o Educación General Básica (EGB)","Bachillerato o Curso de Orientación Universitaria (COU)","No lo sé","Privada religiosa","Ama de casa","Encargado de Seat","1","0","Nos podíamos permitir lujos de manera habitual (como ir de vacaciones cada año).","Alquiler","08014","20","Sí","Diplomatura o ingeniería técnica","","No","0","0","0","1","12","Ninguna","Si","Sí","6,5 - 7","","Profesora","Sí","","Sí",""
"2019/01/20 3:23:58 PM GMT+1","1981 ","Mujer","0","1","Padres conviviendo como pareja, casados o pareja de hecho.","24","25","Educación Secundaria Obligatoria (ESO) o Bachillerato Unificado Polivalente (BUP)","Educación Primaria o Educación General Básica (EGB)","Concertada religiosa","No lo sé","Administrativa","Venedor ","2","0","Nos podíamos permitir lujos de manera habitual (como ir de vacaciones cada año).","Propiedad","08240","19","No","Grado universitario,  licenciatura o ingeniería técnica","Máster Universitario","No","2","10","0","0","0","Clases extracurriculares (por ejemplo: academias de idiomas, kumon, etc.)","Si","Sí","7,5 - 8","","Periodisme","Sí","","Sí",""
"2019/01/20 3:26:16 PM GMT+1","1960","Mujer","0","1","Padres conviviendo como pareja, casados o pareja de hecho.","42","54","No terminó la Educación Primaria o Educación General Básica (EGB)","No terminó la Educación Primaria o Educación General Básica (EGB)","Pública","Pública","Mestressa casa i feines (neteja)","Manobre","1","0","Lográbamos cubrir nuestras necesidades básicas, pero no nos podíamos permitir ningún lujo.","Alquiler","08014","14","Sí","Máster Universitario","","No","5","3","0","0","0","Ninguna","No","Sí","<5","","Magisteri","Sí","","Sí",""
"2019/01/20 3:29:31 PM GMT+1","1982","Mujer","0","1","Padres conviviendo como pareja, casados o pareja de hecho.","28","26","Educación Primaria o Educación General Básica (EGB)","Educación Secundaria Obligatoria (ESO) o Bachillerato Unificado Polivalente (BUP)","Pública","Pública","Vendedora","Jefe de planta","2","0","Nos podíamos permitir lujos de manera habitual (como ir de vacaciones cada año).","Propiedad","08820","18","Sí","Máster Universitario","","No","0","12","0","0","0","Ninguna","Si","Sí","8 - 8,5","","Filologia catalana","Sí","","Sí",""
"2019/01/20 3:31:05 PM GMT+1","1987","Mujer","3","4","Padres conviviendo como pareja, casados o pareja de hecho.","18","19","Grado universitario, licenciatura o ingeniería superior","Educación Primaria o Educación General Básica (EGB)","Pública","Concertada religiosa","Administrativa","Impresor","5","0","Nos podíamos permitir lujos de manera habitual (como ir de vacaciones cada año).","Propiedad","08980","16","Sí","Diplomatura o ingeniería técnica","","No","0","12","0","0","0","Clases de refuerzo","Si","Sí","5 - 5,5","","Educacion infantil","Sí","","No","Tercera"
"2019/01/20 3:37:57 PM GMT+1","1999","Mujer","1","1994","Padres conviviendo como pareja, casados o pareja de hecho.","27","26","Educación Secundaria Obligatoria (ESO) o Bachillerato Unificado Polivalente (BUP)","Ciclo formativo de grado medio (FP)","Privada laica","Pública","Cocinera","Conserje ","2","0","Nos podíamos permitir lujos de manera habitual (como ir de vacaciones cada año).","Propiedad","08860","17","Sí","Educación Secundaria Obligatoria (ESO) o Bachillerato Unificado Polivalente (BUP)","","No","1","0","0","0","1","Clases de refuerzo","Si","No","","","","No","","","Segunda"
"2019/01/20 3:40:43 PM GMT+1","1972","Mujer","2","1","Padres conviviendo como pareja, casados o pareja de hecho.","24","26","No terminó la Educación Primaria o Educación General Básica (EGB)","No terminó la Educación Primaria o Educación General Básica (EGB)","Pública","Pública","Ama de casa ","Albañil ","1","0","Nos podíamos permitir lujos de manera habitual (como ir de vacaciones cada año).","Propiedad","08905","18","Sí","Ciclo formativo de grado superior (FP)","","No","10","0","0","0","0","Ninguna","Si","No","","","","","","","No accedí a la universidad"
"2019/01/20 3:41:15 PM GMT+1","1965","Mujer","1","1","Padres conviviendo como pareja, casados o pareja de hecho.","24","25","Educación Primaria o Educación General Básica (EGB)","No terminó la Educación Primaria o Educación General Básica (EGB)","Pública","Pública","Modista","Mecanico","0","1","Lográbamos cubrir nuestras necesidades básicas, pero no nos podíamos permitir ningún lujo.","Propiedad","08014, 08028","17","Sí","Ciclo formativo de grado superior (FP)","","No","5","8","0","0","0","Ninguna","No","No","","","","","","","No accedí a la universidad"
"2019/01/20 3:42:07 PM GMT+1","1976","Mujer","2","2","Padres divorciados o separados viviendo por separado sin pareja.","26","30","No terminó la Educación Primaria o Educación General Básica (EGB)","No terminó la Educación Primaria o Educación General Básica (EGB)","Pública","No lo sé","Ama de casa","Cerrajero","2","0","Lográbamos cubrir nuestras necesidades básicas, pero no nos podíamos permitir ningún lujo.","Alquiler","08210","19","Sí","Educación Secundaria Obligatoria (ESO) o Bachillerato Unificado Polivalente (BUP)","","No","1","0","0","0","0","Ninguna","Si","No","<5","","","No","","","No accedí a la universidad"
"2019/01/20 3:42:19 PM GMT+1","1990","Mujer","1","La mayor ","Padres conviviendo como pareja, casados o pareja de hecho.","30","27","No terminó la Educación Primaria o Educación General Básica (EGB)","No terminó la Educación Primaria o Educación General Básica (EGB)","Pública","Pública","Peluquera","Chofer ","1","Ninguna","Nos podíamos permitir lujos de manera habitual (como ir de vacaciones cada año).","Alquiler","08970","20","Sí","Ciclo formativo de grado medio (FP)","","No","2","0","0","0","0","Clases de refuerzo","No","No","","","","","","","No accedí a la universidad"
"2019/01/20 3:43:30 PM GMT+1","1967","Mujer","1","1","Padres conviviendo como pareja, casados o pareja de hecho.","21","38","Educación Primaria o Educación General Básica (EGB)","Educación Primaria o Educación General Básica (EGB)","Pública","Pública","Frutera","Venta alimentos al mayor","1","1","Lográbamos cubrir nuestras necesidades básicas, pero no nos podíamos permitir ningún lujo.","Alquiler","08015","17","Sí","Diplomatura o ingeniería técnica","","No","4","0","8","0","8","Clases de refuerzo","Si","Sí","5,5 - 6","","Filologia","Sí","","Sí",""
"2019/01/20 3:44:04 PM GMT+1","15/01/1981","Hombre","1","2","Padres conviviendo como pareja, casados o pareja de hecho.","34","34","No terminó la Educación Primaria o Educación General Básica (EGB)","No terminó la Educación Primaria o Educación General Básica (EGB)","Pública","Pública","Dependienta","Mozo","2","0","Nos podíamos permitir lujos ocasionales (como salir a comer de vez en cuando).","Propiedad","08042","19","Sí","Grado universitario,  licenciatura o ingeniería técnica","","No","0","12","0","0","0","Ninguna","Si","Sí","6,5 - 7","","Ingenieria quimica","Sí","","Sí",""
"2019/01/20 3:46:28 PM GMT+1","1965","Mujer","2","Primera","Padres conviviendo como pareja, casados o pareja de hecho.","26","30","Grado universitario, licenciatura o ingeniería superior","Ciclo formativo de grado superior (FP)","Pública","Pública","Profesora egb","Empresario","2","0","Nos podíamos permitir lujos de manera habitual (como ir de vacaciones cada año).","Propiedad","08120","25","Sí","Diplomatura o ingeniería técnica","","No","12","0","0","0","0","Ninguna","No","Sí","8 - 8,5","","Profesora egb","Sí","","Sí",""
"2019/01/20 3:50:22 PM GMT+1","1953","Hombre","1","Gemelos","Padres conviviendo como pareja, casados o pareja de hecho.","48","49","No terminó la Educación Primaria o Educación General Básica (EGB)","Educación Secundaria Obligatoria (ESO) o Bachillerato Unificado Polivalente (BUP)","Concertada religiosa","Pública","Ama de casa","Pintor","1","Ninguna","Lográbamos cubrir nuestras necesidades básicas, pero no nos podíamos permitir ningún lujo.","Propiedad","0814","19","Sí","Bachillerato o Curso de Orientación Universitaria (COU)","","No","0","0","6","0","3","Clases de refuerzo","No","No","","","","","","No","Tercera"
"2019/01/20 3:51:57 PM GMT+1","1985","Mujer","1","Yo 1985, hermano 1989","Padres conviviendo como pareja, casados o pareja de hecho.","33","34","Ciclo formativo de grado superior (FP)","Ciclo formativo de grado superior (FP)","Concertada religiosa","Pública","Secretaria","Jefe tecnico superior endesa","1","0","Nos podíamos permitir lujos de manera habitual (como ir de vacaciones cada año).","Propiedad","08880","20","Sí","Diplomatura o ingeniería técnica","","No","2","10","0","0","0","Ninguna","Si","Sí","6,5 - 7","","Turismo","Sí","","Sí",""
"2019/01/20 3:52:09 PM GMT+1","1965","Mujer","1","2","Padres conviviendo como pareja, casados o pareja de hecho.","24","26","Educación Primaria o Educación General Básica (EGB)","Educación Secundaria Obligatoria (ESO) o Bachillerato Unificado Polivalente (BUP)","Pública","Pública","Ama de casa","Metalurgico","1","O","Nos podíamos permitir lujos de manera habitual (como ir de vacaciones cada año).","Propiedad","08903","24","No","Grado universitario,  licenciatura o ingeniería técnica","Grado universitario","No","12","0","0","0","0","Ninguna","No","Sí","6,5 - 7","","Licenciatura Farmacia","Sí","","No","Segunda"
"2019/01/20 3:52:34 PM GMT+1","1969","Hombre","3","4","Padres conviviendo como pareja, casados o pareja de hecho.","23","30","Grado universitario, licenciatura o ingeniería superior","Grado universitario, licenciatura o ingeniería superior","Privada religiosa","Pública","ninguna","aparejador","vivo solo. 1","nadie","Nos podíamos permitir lujos ocasionales (como salir a comer de vez en cuando).","Propiedad","08004","16","Sí","Educación Secundaria Obligatoria (ESO) o Bachillerato Unificado Polivalente (BUP)","","No","3","0","0","0","7","Clases de refuerzo;Clases extracurriculares (por ejemplo: academias de idiomas, kumon, etc.)","Si","No","","","","","","","No accedí a la universidad"
"2019/01/20 3:54:08 PM GMT+1","1966","Mujer","1","1","Padres conviviendo como pareja, casados o pareja de hecho.","24","26","Educación Primaria o Educación General Básica (EGB)","No terminó la Educación Primaria o Educación General Básica (EGB)","Privada religiosa","Pública","Administrativa","Ebanista","1","0","Lográbamos cubrir nuestras necesidades básicas, pero no nos podíamos permitir ningún lujo.","Propiedad","08014","21","Sí","Diplomatura o ingeniería técnica","","No","12","0","0","0","0","Ninguna","No","Sí","6 - 6,5","","Diplomatura Magisterio","Sí","","No","Segunda"
"2019/01/20 3:55:05 PM GMT+1","1987","Mujer","1","1","Padres conviviendo como pareja, casados o pareja de hecho.","24","27","Educación Primaria o Educación General Básica (EGB)","Ciclo formativo de grado superior (FP)","Pública","Pública","Peluquera","Mecánico artes gráficas","1","1","Nos podíamos permitir lujos de manera habitual (como ir de vacaciones cada año).","Propiedad","08028","19","Sí","Ciclo formativo de grado superior (FP)","","No","12","0","0","0","0","Ninguna","Si","Sí","5,5 - 6","","","No","Ninguna","Sí",""
"2019/01/20 3:56:41 PM GMT+1","1992","Mujer","1","1986","Padres conviviendo como pareja, casados o pareja de hecho.","23","23","Educación Primaria o Educación General Básica (EGB)","No terminó la Educación Primaria o Educación General Básica (EGB)","Pública","Pública","Amo de casa ","Empresario ","1","0","Nos podíamos permitir todavía más lujos (múltiples vacaciones anuales, varios coches).","Propiedad","08291","22","No","Educación Secundaria Obligatoria (ESO) o Bachillerato Unificado Polivalente (BUP)","Bachillerato","No","3","4","0","0","0","Clases de refuerzo;Clases extracurriculares (por ejemplo: academias de idiomas, kumon, etc.)","Si","No","","","","","","","No accedí a la universidad"
"2019/01/20 3:56:47 PM GMT+1","1992","Mujer","1","Primero","Padres conviviendo como pareja, casados o pareja de hecho.","19","19","Ciclo formativo de grado medio (FP)","Educación Secundaria Obligatoria (ESO) o Bachillerato Unificado Polivalente (BUP)","Pública","Pública","Cocinera","Camarero","2","0","Nos podíamos permitir lujos ocasionales (como salir a comer de vez en cuando).","Otras situaciones","08760","16","Sí","Ciclo formativo de grado superior (FP)","","No","11","0","0","0","0","Ninguna","No","No","","","Enfermeria","Sí","","Sí",""
"2019/01/20 4:01:59 PM GMT+1","1994","Mujer","1","2","Padres conviviendo como pareja, casados o pareja de hecho.","32","30","Educación Primaria o Educación General Básica (EGB)","Ciclo formativo de grado medio (FP)","Concertada religiosa","Pública","Ama de casa","Artes gráficas ","1","3","Nos podíamos permitir lujos de manera habitual (como ir de vacaciones cada año).","Propiedad","08902","16","Sí","Grado universitario,  licenciatura o ingeniería técnica","Grado universitario","No","6","6","0","0","0","Clases de refuerzo;Clases extracurriculares (por ejemplo: academias de idiomas, kumon, etc.)","Si","Sí","","8,5 - 9","Pedagogia ","Sí","","No","Tercera"
"2019/01/20 4:03:15 PM GMT+1","1981","Mujer","1","1","Padres conviviendo como pareja, casados o pareja de hecho.","28","30","Educación Primaria o Educación General Básica (EGB)","Diplomatura o ingeniería técnica","Pública","Pública","Ama de casa","Ingeniero","1","0","Nos podíamos permitir lujos ocasionales (como salir a comer de vez en cuando).","Propiedad","08028","21","No","","Máster Universitario","No","12","0","0","0","0","Clases extracurriculares (por ejemplo: academias de idiomas, kumon, etc.)","Si","Sí","6,5 - 7","","Relaciones laborales","Sí","","No","Segunda"
"2019/01/20 4:05:02 PM GMT+1","1983","Mujer","2","3","Padres conviviendo como pareja, casados o pareja de hecho.","23","27","No terminó la Educación Primaria o Educación General Básica (EGB)","No terminó la Educación Primaria o Educación General Básica (EGB)","Pública","Concertada religiosa","Ama de casa.","Camarero.","1","1","Lográbamos cubrir nuestras necesidades básicas, pero no nos podíamos permitir ningún lujo.","Alquiler","08014","14","No","Ciclo formativo de grado superior (FP)","Grado universitario","No","1","1","0","0","0","Ninguna","No","No","","","Educación Social ","Sí","","Sí",""
"2019/01/20 4:05:08 PM GMT+1","1979","Mujer","1","1","Padres conviviendo como pareja, casados o pareja de hecho.","24","30","No terminó la Educación Primaria o Educación General Básica (EGB)","No terminó la Educación Primaria o Educación General Básica (EGB)","Pública","Pública","Camarera","Frigorista","2","0","Nos podíamos permitir lujos ocasionales (como salir a comer de vez en cuando).","Alquiler","08014","18","Sí","Educación Secundaria Obligatoria (ESO) o Bachillerato Unificado Polivalente (BUP)","","No","0","7","3","0","0","Ninguna","Si","No","","","","","","","No accedí a la universidad"
"2019/01/20 4:06:54 PM GMT+1","1981","Mujer","0","1","Padres conviviendo como pareja, casados o pareja de hecho.","24","26","Diplomatura o ingeniería técnica","Educación Secundaria Obligatoria (ESO) o Bachillerato Unificado Polivalente (BUP)","Concertada religiosa","Concertada religiosa","Maestra","Comerciante","2","0","Nos podíamos permitir lujos de manera habitual (como ir de vacaciones cada año).","Propiedad","08018","18","Sí","Grado universitario,  licenciatura o ingeniería técnica","","No","0","0","12","0","0","Ninguna","Si","Sí","7 - 7,5","","Història de l'Art","Sí","","Sí",""
"2019/01/20 4:18:49 PM GMT+1","1967","Mujer","1","2","Padres conviviendo como pareja, casados o pareja de hecho.","26","31","Educación Primaria o Educación General Básica (EGB)","Ciclo formativo de grado superior (FP)","Pública","Pública","Ama de casa","Tecnico electricidad","1","O","Nos podíamos permitir todavía más lujos (múltiples vacaciones anuales, varios coches).","Propiedad","25003","23","Sí","Máster Universitario","Máster Universitario","Si","0","8","0","0","0","Clases de refuerzo","No","No","","","Diplomatura","Sí","","Sí",""
"2019/01/20 4:18:56 PM GMT+1","1997","Mujer","1","2","Padres conviviendo como pareja, casados o pareja de hecho.","28","28","Educación Secundaria Obligatoria (ESO) o Bachillerato Unificado Polivalente (BUP)","Grado universitario, licenciatura o ingeniería superior","Pública","Pública","Administrativa","Turismo","2","2","Nos podíamos permitir todavía más lujos (múltiples vacaciones anuales, varios coches).","Propiedad","08120","17","Sí","Ciclo formativo de grado superior (FP)","","No","12","0","0","0","0","Clases de refuerzo","Si","No","","","","","","","No accedí a la universidad"
"2019/01/20 4:21:52 PM GMT+1","1980","Mujer","1","1","Padres conviviendo como pareja, casados o pareja de hecho.","32","34","Grado universitario, licenciatura o ingeniería superior","Grado universitario, licenciatura o ingeniería superior","Concertada laica","Concertada religiosa","Administrativa","Arquitecto","1","1","Nos podíamos permitir todavía más lujos (múltiples vacaciones anuales, varios coches).","Propiedad","08028","18","Sí","Doctorado","","No","0","12","0","0","0","Ninguna","Si","Sí","7 - 7,5","","Veterinaria","Sí","","Sí",""
"2019/01/20 4:26:05 PM GMT+1","1980","Hombre","2","1","Padres conviviendo como pareja, casados o pareja de hecho.","25","25","Educación Primaria o Educación General Básica (EGB)","Educación Primaria o Educación General Básica (EGB)","Pública","Pública","Soldadora fàbrica gafas","Propietario bar restaurante","2","0","Nos podíamos permitir lujos ocasionales (como salir a comer de vez en cuando).","Propiedad","08902","16","Sí","Ciclo formativo de grado superior (FP)","","No","0","12","0","0","0","Ninguna","Si","No","","","","","","","No accedí a la universidad"
"2019/01/20 4:30:32 PM GMT+1","1982","Mujer","3","2","Padre o madre viudo/a, sin pareja.","26","32","No terminó la Educación Primaria o Educación General Básica (EGB)","Educación Primaria o Educación General Básica (EGB)","Concertada religiosa","Pública","Ama de casa","Mecánico","1","0","Lográbamos cubrir nuestras necesidades básicas, pero no nos podíamos permitir ningún lujo.","Alquiler","08014","14","Sí","Diplomatura o ingeniería técnica","","No","12","0","0","0","0","Ninguna","No","Sí","6,5 - 7","","Ciencias empresariales","Sí","","Sí",""
"2019/01/20 4:31:55 PM GMT+1","1971","Hombre","3","3","Padres conviviendo como pareja, casados o pareja de hecho.","28","32","Educación Primaria o Educación General Básica (EGB)","No terminó la Educación Primaria o Educación General Básica (EGB)","Pública","Pública","Ama de casa","Soldador","1 el padre","0","Lográbamos cubrir nuestras necesidades básicas, pero no nos podíamos permitir ningún lujo.","Alquiler","08033","15","Sí","Bachillerato o Curso de Orientación Universitaria (COU)","","No","10","0","0","0","0","Ninguna","Si","No","","","","","","","No accedí a la universidad"
"2019/01/20 4:35:31 PM GMT+1","1981","Mujer","2","3","Padres conviviendo como pareja, casados o pareja de hecho.","27","30","Educación Primaria o Educación General Básica (EGB)","Ciclo formativo de grado superior (FP)","Concertada religiosa","Concertada religiosa","Ama de casa","Taxista","1","0","Lográbamos cubrir nuestras necesidades básicas, pero no nos podíamos permitir ningún lujo.","Propiedad","08028","17","Sí","Grado universitario,  licenciatura o ingeniería técnica","","No","3","3","5","0","0","Clases extracurriculares (por ejemplo: academias de idiomas, kumon, etc.)","No","Sí","7 - 7,5","","Traducción e Interpretación ","Sí","","Sí",""
"2019/01/20 4:36:52 PM GMT+1","1961","Hombre","1","2","Padres conviviendo como pareja, casados o pareja de hecho.","25","26","No terminó la Educación Primaria o Educación General Básica (EGB)","Ciclo formativo de grado medio (FP)","Pública","Pública","Ama de casa","Galvanotécnico","1","2","Lográbamos cubrir nuestras necesidades básicas, pero no nos podíamos permitir ningún lujo.","Alquiler","08014","18","Sí","Doctorado","","No","10","0","0","0","1","Ninguna","Si","Sí","6 - 6,5","","Biología","Sí","","Sí",""
"2019/01/20 4:37:42 PM GMT+1","1960","Mujer","4","2","Padres conviviendo como pareja, casados o pareja de hecho.","27","27","No terminó la Educación Primaria o Educación General Básica (EGB)","No terminó la Educación Primaria o Educación General Básica (EGB)","No lo sé","No lo sé","Pantalonera","Carnicero ","2","0","Lográbamos cubrir nuestras necesidades básicas, pero no nos podíamos permitir ningún lujo.","Propiedad","11300","20","Sí","Grado universitario,  licenciatura o ingeniería técnica","","No","10","0","0","0","0","Clases extracurriculares (por ejemplo: academias de idiomas, kumon, etc.)","No","No","","","Historia Moderna","Sí","","Sí",""
"2019/01/20 4:37:55 PM GMT+1","1973","Mujer","2","3","Padres conviviendo como pareja, casados o pareja de hecho.","25","29","Educación Primaria o Educación General Básica (EGB)","Educación Primaria o Educación General Básica (EGB)","Pública","Pública","Modista/Bordadora","Mecànico eléctrico","2","0","Nos podíamos permitir lujos ocasionales (como salir a comer de vez en cuando).","Alquiler","08014","18","Sí","Ciclo formativo de grado superior (FP)","","No","0","8","5","0","0","Clases de refuerzo","Si","No","","","","","","","No accedí a la universidad"
"2019/01/20 4:43:00 PM GMT+1","1995","Hombre","2","1","Padres conviviendo como pareja, casados o pareja de hecho.","25","27","Ciclo formativo de grado superior (FP)","Ciclo formativo de grado superior (FP)","Concertada religiosa","Pública","Contable y administrativa","Pescatero","3","1","Nos podíamos permitir lujos de manera habitual (como ir de vacaciones cada año).","Propiedad","08758","16","Sí","Grado universitario,  licenciatura o ingeniería técnica","","No","2","11","0","0","0","Clases extracurriculares (por ejemplo: academias de idiomas, kumon, etc.)","Si","Sí","","10 - 10,5","Periodismo","No","2","Sí",""
"2019/01/20 4:45:14 PM GMT+1","1989","Mujer","1","1","Padres conviviendo como pareja, casados o pareja de hecho.","24","28","Ciclo formativo de grado medio (FP)","Educación Secundaria Obligatoria (ESO) o Bachillerato Unificado Polivalente (BUP)","Pública","Pública","Contable ","Conductor ","2","0","Nos podíamos permitir lujos ocasionales (como salir a comer de vez en cuando).","Propiedad","00000","17","Sí","Grado universitario,  licenciatura o ingeniería técnica","Grado universitario","No","0","0","0","0","0","Ninguna","No","Sí","6,5 - 7","","","Sí","","No","Segunda"
"2019/01/20 4:45:40 PM GMT+1","1956","Mujer","5","1","Padres conviviendo como pareja, casados o pareja de hecho.","35","46","Diplomatura o ingeniería técnica","Grado universitario, licenciatura o ingeniería superior","Privada religiosa","Pública","Enfermera","Industrial","2","0","Nos podíamos permitir lujos de manera habitual (como ir de vacaciones cada año).","Alquiler","06","16","Sí","Doctorado","","No","0","0","0","0","12","Ninguna","No","Sí","9 - 9,5","","Licenciatura medicina","No","2","Sí",""
"2019/01/20 4:48:07 PM GMT+1","1945","Hombre","0","1","Padres conviviendo como pareja, casados o pareja de hecho.","40","38","No terminó la Educación Primaria o Educación General Básica (EGB)","No terminó la Educación Primaria o Educación General Básica (EGB)","No lo sé","No lo sé","ama de casa","conserje","10","0","Lográbamos cubrir nuestras necesidades básicas, pero no nos podíamos permitir ningún lujo.","Otras situaciones","08001","16","Sí","Bachillerato o Curso de Orientación Universitaria (COU)","","No","0","4","0","4","0","Clases extracurriculares (por ejemplo: academias de idiomas, kumon, etc.)","No","No","5,5 - 6","","","","","","No accedí a la universidad"
"2019/01/20 4:48:24 PM GMT+1","1933","Hombre","1","1","Padres conviviendo como pareja, casados o pareja de hecho.","23","24","No terminó la Educación Primaria o Educación General Básica (EGB)","Educación Primaria o Educación General Básica (EGB)","No lo sé","Pública","Cosia pantalones a medida","Administrativo","1","1","Teníamos dificultades para cubrir nuestras necesidades básicas (vivienda, alimentación, etc.).","Alquiler","08006","24","Sí","Doctorado","","No","4","0","0","0","0","Clases de refuerzo","Si","Sí","8 - 8,5","","Doctorado","Sí","","Sí",""
